frame_index,timestamp_ms,landmark_name,image_x,image_y,image_z,world_x,world_y,world_z,smoothed_x,smoothed_y,smoothed_z,visibility,presence
943,3391802046,right_elbow,0.50215018,0.13067886,0.26924664,-0.25059217,-0.48084676,0.19948426,0.50328681,0.14118579,0.25837715,0.13970105,0.99942124
943,3391802046,left_wrist,0.41010401,0.11536387,-0.30292028,-0.50584853,-0.46890026,-0.2388047,0.40930424,0.12304392,-0.31827404,0.97727561,0.9994517
943,3391802046,right_wrist,0.41919297,0.12915666,0.21992823,-0.50234079,-0.47207928,0.16204123,0.41822076,0.1403053,0.20350648,0.25237015,0.99892223
943,3391802046,left_pinky,0.38499609,0.12055279,-0.34734151,-0.54661781,-0.46210089,-0.2688036,0.38374677,0.12802026,-0.36400196,0.95890301,0.99913198
943,3391802046,right_pinky,0.39813364,0.12866995,0.22756569,-0.54145652,-0.4868578,0.17674822,0.39724194,0.14053654,0.21072592,0.25668377,0.99865544
943,3391802046,left_index,0.38334712,0.11375938,-0.32599783,-0.54252797,-0.47854406,-0.24918023,0.38197798,0.12229603,-0.34182303,0.95774817,0.99908292
943,3391802046,right_index,0.39667052,0.12792754,0.18589813,-0.54032654,-0.49235761,0.15169668,0.39587267,0.13985139,0.16835162,0.26408747,0.99839383
943,3391802046,left_thumb,0.39094049,0.11682901,-0.29330519,-0.51517475,-0.47114858,-0.22877607,0.38990808,0.12532783,-0.30859289,0.93555683,0.99918789
943,3391802046,right_thumb,0.40393195,0.13004737,0.19921343,-0.51218426,-0.4716281,0.14832109,0.40310833,0.14182195,0.18248424,0.26878303,0.99856299
943,3391802046,left_hip,0.58393282,0.43237001,-0.13889974,0.01429111,0.00034283884,-0.10130902,0.58213582,0.43281056,-0.1398986,0.9986487,0.99916804
943,3391802046,right_hip,0.58293813,0.43312871,0.13868965,-0.014088056,-0.0010998128,0.10248304,0.58065187,0.43322759,0.1392814,0.99505508,0.99703789
943,3391802046,left_knee,0.57858956,0.68279111,-0.089303464,-0.030997766,0.41069335,-0.062451053,0.57798022,0.68443435,-0.090314919,0.795551,0.99979812
943,3391802046,right_knee,0.57693088,0.66747648,0.23417217,-0.035768449,0.38505325,0.18819879,0.57675773,0.66806949,0.23005942,0.24699445,0.99915528
943,3391802046,left_ankle,0.58540809,0.92194635,-0.052103482,0.023244221,0.78457057,-0.056054782,0.58542644,0.92233604,-0.046454277,0.85187024,0.99865794
943,3391802046,right_ankle,0.58020616,0.87509334,0.36052987,0.023508068,0.76477063,0.27904159,0.58041696,0.87650029,0.35467879,0.43497792,0.99946672
943,3391802046,left_heel,0.60185856,0.9653613,-0.053346194,0.024925373,0.83039933,-0.064109839,0.60169647,0.9655937,-0.047145298,0.91109693,0.99625909
943,3391802046,right_heel,0.58825648,0.90565872,0.37223947,0.016234633,0.81221336,0.2855072,0.5885071,0.90803426,0.36565088,0.56331468,0.99897683
943,3391802046,left_foot_index,0.52851695,0.95549518,-0.16089879,-0.094656326,0.83524597,-0.15256836,0.52852805,0.95620867,-0.15426273,0.86065543,0.99711549
943,3391802046,right_foot_index,0.53033435,0.89988989,0.32373264,-0.096446998,0.84427989,0.25008002,0.53045502,0.90099662,0.31436804,0.63363671,0.99935502
944,3391802140,nose,0.55989993,0.014682148,-0.070366018,-0.12464719,-0.66712695,-0.050234728,0.56020872,0.016579842,-0.068604256,0.99790001,0.99873525
944,3391802140,left_eye_inner,0.5659802,-0.0049949354,-0.095249288,-0.10843866,-0.69670242,-0.071068071,0.56645034,-0.0030171736,-0.092667118,0.9981696,0.99848372
944,3391802140,left_eye,0.56799638,-0.0046496033,-0.095323414,-0.1080288,-0.69700301,-0.070302635,0.5687942,-0.0027730969,-0.092742172,0.99810845,0.99848914
944,3391802140,left_eye_outer,0.56941521,-0.0041786977,-0.095306449,-0.10833564,-0.6973058,-0.070331313,0.57060316,-0.0024221428,-0.09272368,0.99838907,0.99844593
944,3391802140,right_eye_inner,0.5654555,-0.0060179615,-0.055691939,-0.10477411,-0.69806838,-0.039820056,0.56515398,-0.0039675411,-0.053453879,0.99740946,0.99845767
944,3391802140,right_eye,0.56626898,-0.0064178356,-0.055690631,-0.10428606,-0.69902533,-0.04022311,0.56594351,-0.0044177679,-0.053451615,0.99665588,0.99838829
944,3391802140,right_eye_outer,0.56731319,-0.0067585567,-0.05570443,-0.10475803,-0.70040625,-0.039425384,0.56687453,-0.0048148908,-0.053462,0.99712121,0.99821907
944,3391802140,left_ear,0.58401495,0.0059707719,-0.14813723,-0.017960962,-0.65333784,-0.10927635,0.58486606,0.0072515505,-0.14491873,0.99800515,0.99858737
944,3391802140,right_ear,0.58265907,0.0037638096,0.029733239,-0.01186504,-0.66832381,0.015299319,0.58227983,0.0062895413,0.031456888,0.99524617,0.99791664
944,3391802140,mouth_left,0.56412166,0.034534045,-0.084954455,-0.090380482,-0.63216311,-0.063440636,0.56465704,0.035838421,-0.082672109,0.99767554,0.99909699
944,3391802140,mouth_right,0.56341106,0.033754405,-0.034145094,-0.088943027,-0.63426405,-0.02537968,0.56337781,0.035105867,-0.032269944,0.99622518,0.99891543
944,3391802140,left_shoulder,0.58172417,0.10473593,-0.26677051,-0.022168636,-0.49448526,-0.20263226,0.58348975,0.10529324,-0.26432564,0.99990469,0.99940789
944,3391802140,right_shoulder,0.5943293,0.12981807,0.18295445,0.0076645343,-0.49587324,0.13599819,0.59109388,0.12993766,0.18366642,0.9980737,0.99767345
944,3391802140,left_elbow,0.48471311,0.10142064,-0.33820361,-0.30926818,-0.48319694,-0.26259872,0.48708389,0.10591007,-0.3386806,0.99335396,0.99951148
944,3391802140,right_elbow,0.51331842,0.13050427,0.25639921,-0.24882351,-0.48626453,0.19342887,0.5099336,0.13410838,0.2570666,0.14936703,0.99944323
944,3391802140,left_wrist,0.40801546,0.10913171,-0.30904895,-0.52261704,-0.48273173,-0.23527782,0.40844817,0.11380275,-0.31214628,0.97725463,0.99874806
944,3391802140,right_wrist,0.42174146,0.12168778,0.21139762,-0.49252734,-0.48488206,0.16176055,0.42057071,0.1278787,0.20877356,0.27142733,0.99893993
944,3391802140,left_pinky,0.38363138,0.11310732,-0.35418326,-0.55950725,-0.48406103,-0.26570296,0.38367001,0.11810023,-0.3574706,0.95923781,0.99833858
944,3391802140,right_pinky,0.40602154,0.12101889,0.21977602,-0.52934641,-0.50558752,0.17597345,0.4031223,0.1274641,0.21678745,0.27592114,0.99873525
944,3391802140,left_index,0.38237545,0.10721307,-0.3320193,-0.55071229,-0.49983484,-0.24457242,0.38224242,0.11226113,-0.33530047,0.95786399,0.99816954
944,3391802140,right_index,0.39892319,0.12181199,0.17761247,-0.52886695,-0.51034057,0.15123931,0.39790874,0.12781096,0.17453279,0.28403696,0.99852777
944,3391802140,left_thumb,0.3893041,0.10867057,-0.29943237,-0.52949202,-0.48582733,-0.22515631,0.38950572,0.11423098,-0.30249027,0.93553048,0.99826604
944,3391802140,right_thumb,0.4064607,0.12438383,0.19062506,-0.50254041,-0.48530966,0.14843471,0.40534311,0.13019726,0.18791111,0.29092836,0.99861896
944,3391802140,left_hip,0.58548671,0.43334907,-0.13854545,0.011272376,0.00031208256,-0.10105836,0.58355834,0.43303917,-0.13932416,0.99854314,0.99852377
944,3391802140,right_hip,0.58768725,0.43398815,0.13833761,-0.011050281,-0.001080035,0.10224574,0.58526761,0.43372658,0.1386622,0.99483937,0.99612266
944,3391802140,left_knee,0.57896972,0.6827907,-0.047694322,-0.030993208,0.41237974,-0.030542986,0.57865932,0.6833063,-0.061063995,0.79809654,0.99970108
944,3391802140,right_knee,0.57754409,0.66748506,0.2319781,-0.035247374,0.38243312,0.18555558,0.57709091,0.66782187,0.23087235,0.23882015,0.99908304
944,3391802140,left_ankle,0.58585322,0.92184293,0.039374176,0.020996844,0.78364682,0.0049893376,0.58573502,0.9219795,0.01560378,0.86255211,0.99903703
944,3391802140,right_ankle,0.58105892,0.87384987,0.36180028,0.024206353,0.75603563,0.27647218,0.5808384,0.87476032,0.35935398,0.43740946,0.99956733
944,3391802140,left_heel,0.60214072,0.96427172,0.043297935,0.022170026,0.82921165,0.0004171464,0.60201943,0.96463265,0.018605315,0.91670567,0.99757069
944,3391802140,right_heel,0.58933485,0.90434068,0.37317064,0.016994987,0.80251127,0.2828016,0.58905106,0.90560697,0.3705926,0.5741238,0.99919742
944,3391802140,left_foot_index,0.52880669,0.95196128,-0.058529202,-0.09433376,0.83475983,-0.085082546,0.52873189,0.95310147,-0.084228309,0.8700887,0.99817717
944,3391802140,right_foot_index,0.53160506,0.89938104,0.32175419,-0.093796439,0.83668679,0.24513061,0.53121004,0.89993598,0.31921711,0.64456034,0.99947029
945,3391802234,nose,0.55497116,0.015978804,-0.053805314,-0.13214526,-0.65903908,-0.038423426,0.55673428,0.016181131,-0.05878708,0.99779141,0.99888068
945,3391802234,left_eye_inner,0.56082809,-0.0036146014,-0.078486606,-0.11797898,-0.69008034,-0.059062369,0.56272283,-0.0034132637,-0.083265546,0.99809051,0.9986186
945,3391802234,left_eye,0.56266934,-0.0031081329,-0.078560233,-0.11758636,-0.69043189,-0.05824947,0.5647325,-0.0029952761,-0.083337414,0.99803758,0.99864441
945,3391802234,left_eye_outer,0.5646103,-0.0024415478,-0.078541681,-0.1179133,-0.69066602,-0.058349278,0.56662928,-0.0024350103,-0.083319552,0.99832404,0.99860919
945,3391802234,right_eye_inner,0.56075925,-0.0048230547,-0.037682712,-0.11503184,-0.69127601,-0.027707633,0.56223608,-0.0045355616,-0.042982571,0.99724728,0.99847788
945,3391802234,right_eye,0.56219321,-0.0052250484,-0.037673302,-0.1145617,-0.69226748,-0.028140923,0.56345399,-0.0049536565,-0.042977662,0.99645877,0.99832183
945,3391802234,right_eye_outer,0.56368542,-0.0054864231,-0.037696287,-0.11503321,-0.69360745,-0.027340245,0.56475791,-0.0052605877,-0.042998276,0.99696898,0.99807882
945,3391802234,left_ear,0.58180743,0.0079320222,-0.1336531,-0.025583247,-0.65213919,-0.10270528,0.58284752,0.007700629,-0.13748396,0.99791336,0.99872833
945,3391802234,right_ear,0.580625,0.0051730042,0.048046783,-0.021803636,-0.66586912,0.025282681,0.58118066,0.005547914,0.042476243,0.99507785,0.9974395
945,3391802234,mouth_left,0.56121361,0.036745738,-0.069626905,-0.095718965,-0.62646633,-0.052502986,0.56237918,0.036438619,-0.074042596,0.99751979,0.99910223
945,3391802234,mouth_right,0.56103647,0.035815965,-0.016870545,-0.095269494,-0.62794918,-0.014036366,0.56182487,0.035576854,-0.022055981,0.99588728,0.99881065
945,3391802234,left_shoulder,0.58403748,0.10401503,-0.25634876,-0.019444205,-0.49494186,-0.19402641,0.58384955,0.1044536,-0.2590857,0.99989712,0.99936706
945,3391802234,right_shoulder,0.59126949,0.13026015,0.19565956,-0.002241431,-0.49596936,0.13948043,0.59120982,0.13015057,0.19158443,0.99794561,0.99676609
945,3391802234,left_elbow,0.48624909,0.097022146,-0.36400801,-0.30045828,-0.48984692,-0.27228296,0.48652219,0.099929786,-0.35572227,0.99341822,0.99956602
945,3391802234,right_elbow,0.50616318,0.12360231,0.27396071,-0.26565737,-0.49434215,0.19885983,0.50741785,0.12709838,0.2683389,0.16636114,0.9993962
945,3391802234,left_wrist,0.40904114,0.10635135,-0.37670848,-0.51212233,-0.4760071,-0.27879816,0.4088664,0.10854718,-0.35768288,0.97844481,0.99915111
945,3391802234,right_wrist,0.41936556,0.12181322,0.21338148,-0.51499569,-0.48115301,0.15797496,0.41977945,0.12389633,0.21179896,0.29940265,0.99849296
945,3391802234,left_pinky,0.38476354,0.11139549,-0.4298178,-0.54972035,-0.46962747,-0.31382656,0.38444843,0.11332751,-0.40897044,0.96126431,0.99875867
945,3391802234,right_pinky,0.4000985,0.12197097,0.22201283,-0.55251861,-0.49806154,0.17205216,0.40113583,0.12385541,0.22022025,0.30158252,0.99801022
945,3391802234,left_index,0.38314307,0.10671124,-0.4032532,-0.54395431,-0.48398107,-0.293044,0.38288011,0.10833164,-0.38341302,0.9598226,0.99865144
945,3391802234,right_index,0.39539489,0.12010833,0.17613941,-0.55346775,-0.50223607,0.14598133,0.39625707,0.1227501,0.17558839,0.31047225,0.99760288
945,3391802234,left_thumb,0.39016688,0.10816257,-0.36671638,-0.52024508,-0.4772636,-0.26959732,0.38997177,0.10995332,-0.3477637,0.93810356,0.99876714
945,3391802234,right_thumb,0.40364611,0.12170871,0.19088632,-0.52558112,-0.48044297,0.14394826,0.40422684,0.12461357,0.18986817,0.31918284,0.99783343
945,3391802234,left_hip,0.5872485,0.43334237,-0.13839473,0.011600086,0.00018477814,-0.10002643,0.58512523,0.43316791,-0.13892951,0.99844044,0.99719161
945,3391802234,right_hip,0.58864754,0.43428281,0.13818125,-0.011389427,-0.00095873472,0.10121176,0.5867021,0.43396265,0.13845808,0.99463475,0.99277312
945,3391802234,left_knee,0.57911712,0.68297786,-0.052388191,-0.030511916,0.41229558,-0.033134151,0.57896028,0.68309038,-0.055360528,0.80029672,0.99923694
945,3391802234,right_knee,0.58024216,0.66906196,0.21152875,-0.032841537,0.38394234,0.16649722,0.57919189,0.66864865,0.21797572,0.22942862,0.99809116
945,3391802234,left_ankle,0.58592987,0.92388314,0.015297997,0.020905755,0.78268456,-0.0026583201,0.58581755,0.92278583,0.015474259,0.87053335,0.99805117
945,3391802234,right_ankle,0.58180785,0.88063991,0.32319203,0.022647657,0.76536173,0.24346974,0.58149878,0.87876544,0.33472078,0.43275139,0.99893409
945,3391802234,left_heel,0.60206819,0.96425915,0.017626356,0.022154706,0.82830346,-0.008027643,0.60204006,0.96447463,0.018191137,0.92120099,0.99563223
945,3391802234,right_heel,0.59048653,0.91981035,0.33188003,0.015153546,0.81303966,0.24820094,0.59003452,0.91533793,0.34407002,0.57754719,0.99794918
945,3391802234,left_foot_index,0.52979112,0.95000046,-0.085558258,-0.094127648,0.83458436,-0.094434448,0.52918148,0.95178523,-0.084792814,0.87663537,0.99687362
945,3391802234,right_foot_index,0.53390992,0.90645629,0.26491812,-0.098036662,0.84154326,0.19771716,0.53309077,0.90447803,0.2813924,0.64597297,0.99874473
946,3391802343,nose,0.55378723,0.014483651,-0.060690619,-0.14764801,-0.6561265,-0.040870495,0.55548367,0.01546079,-0.059594864,0.99760795,0.99890661
946,3391802343,left_eye_inner,0.55910152,-0.0043324302,-0.08619941,-0.13410327,-0.68761098,-0.06199659,0.56118462,-0.0038036946,-0.084511753,0.99790823,0.99862957
946,3391802343,left_eye,0.56066597,-0.0038701773,-0.086272329,-0.13368723,-0.68796027,-0.061221376,0.56300451,-0.0033670467,-0.084584544,0.99785548,0.99861681
946,3391802343,left_eye_outer,0.56217545,-0.0032150201,-0.08625602,-0.13405918,-0.68820655,-0.061311096,0.56473608,-0.0027665707,-0.084567762,0.99817419,0.99854589
946,3391802343,right_eye_inner,0.55953538,-0.0053805904,-0.045493785,-0.1306036,-0.68909258,-0.030831657,0.56109016,-0.0048941115,-0.044048091,0.997006,0.99865723
946,3391802343,right_eye,0.56126189,-0.0057287342,-0.04548848,-0.13011646,-0.69010025,-0.031259693,0.56252425,-0.0052823922,-0.044042582,0.99620014,0.99862123
946,3391802343,right_eye_outer,0.56298995,-0.0059143174,-0.045510504,-0.13063298,-0.69143331,-0.03045542,0.5640083,-0.005537768,-0.044063456,0.9968105,0.99851042
946,3391802343,left_ear,0.57851857,0.0056781871,-0.13999324,-0.041795474,-0.6516223,-0.10407322,0.58100739,0.0068409402,-0.13855059,0.99770075,0.99865168
946,3391802343,right_ear,0.57981366,0.0033341772,0.04008539,-0.035922412,-0.66579497,0.022475855,0.5806008,0.0046088785,0.041462077,0.99486601,0.99830675
946,3391802343,mouth_left,0.5598796,0.034365717,-0.076389417,-0.11097238,-0.62435675,-0.055023056,0.56131833,0.035558856,-0.075038613,0.99732864,0.99916112
946,3391802343,mouth_right,0.56028563,0.033684228,-0.023774784,-0.10977375,-0.62628061,-0.016678285,0.56117235,0.034774525,-0.022784622,0.99561411,0.9990896
946,3391802343,left_shoulder,0.57985443,0.10216258,-0.26207203,-0.037043016,-0.49484158,-0.19580711,0.58215115,0.10347964,-0.26035524,0.9998849,0.99932969
946,3391802343,right_shoulder,0.59244603,0.12677269,0.19095908,-0.0066381996,-0.49596271,0.13840503,0.59173427,0.12871753,0.19131913,0.99793631,0.99832231
946,3391802343,left_elbow,0.48514026,0.097995996,-0.34886652,-0.31655031,-0.4836598,-0.26191548,0.48561658,0.098662524,-0.35122952,0.99319601,0.99949551
946,3391802343,right_elbow,0.50594354,0.12466753,0.27129826,-0.26663908,-0.48610416,0.19777685,0.50679207,0.12606659,0.26959503,0.18079557,0.99957019
946,3391802343,left_wrist,0.40744522,0.10943374,-0.3112404,-0.52807832,-0.47081587,-0.23370686,0.40789416,0.10915368,-0.32591119,0.9784472,0.99860781
946,3391802343,right_wrist,0.42025843,0.12428749,0.1944235,-0.5119549,-0.46721238,0.15691197,0.4200969,0.12415557,0.20028318,0.31791201,0.9989863
946,3391802343,left_pinky,0.38388756,0.11403234,-0.35878399,-0.56455094,-0.4686217,-0.2650477,0.3840632,0.11381161,-0.37450038,0.9613511,0.99825031
946,3391802343,right_pinky,0.40109408,0.1248781,0.20073938,-0.54772741,-0.48366451,0.16967785,0.40110809,0.1245348,0.20727877,0.31817272,0.99874437
946,3391802343,left_index,0.38232896,0.10833684,-0.33347383,-0.55422074,-0.48345873,-0.24334396,0.38250166,0.10833521,-0.34912203,0.95968121,0.99801731
946,3391802343,right_index,0.39563698,0.12273359,0.15549548,-0.54904288,-0.48888561,0.14332047,0.39584486,0.12273913,0.16223155,0.32778218,0.99851781
946,3391802343,left_thumb,0.38924885,0.1106874,-0.30093259,-0.53387815,-0.47289494,-0.22366542,0.38947702,0.11045571,-0.31571343,0.93770617,0.99811554
946,3391802343,right_thumb,0.40457532,0.1249048,0.17161824,-0.52241403,-0.46669284,0.14302273,0.40445802,0.12480677,0.17776119,0.3382096,0.99862182
946,3391802343,left_hip,0.58826882,0.43316171,-0.13837513,0.0086458046,-0.00014844039,-0.099336803,0.58645818,0.43316528,-0.13869444,0.99830079,0.99771249
946,3391802343,right_hip,0.59314781,0.43448532,0.13815531,-0.0085054468,-0.00065281265,0.1005502,0.59092244,0.43430487,0.13825984,0.99438608,0.99531698
946,3391802343,left_knee,0.57924104,0.68233335,-0.054526377,-0.031962853,0.4121494,-0.029028393,0.57907905,0.68277012,-0.055007638,0.80418819,0.99951494
946,3391802343,right_knee,0.58161467,0.66905993,0.21610543,-0.032632984,0.38368437,0.16716455,0.58021908,0.66882303,0.21718277,0.22264466,0.99883479
946,3391802343,left_ankle,0.58597958,0.92386955,0.030104397,0.016870376,0.7825585,0.0050240424,0.58592462,0.92350192,0.025141383,0.87883878,0.99859113
946,3391802343,right_ankle,0.58188313,0.8806352,0.33525512,0.01503039,0.76560825,0.24705498,0.58166153,0.87955718,0.33494704,0.43241158,0.99926406
946,3391802343,left_heel,0.60201389,0.9639343,0.033685427,0.017222662,0.82817334,4.3485019e-05,0.60202275,0.96411727,0.028438733,0.92548358,0.99670321
946,3391802343,right_heel,0.59047002,0.91941571,0.34488669,0.0066526276,0.81328869,0.2519885,0.59021939,0.91706893,0.34441669,0.58354223,0.99860734
946,3391802343,left_foot_index,0.53058428,0.94780368,-0.067126304,-0.10185862,0.8309567,-0.08400137,0.530112,0.94914414,-0.073074065,0.88383764,0.99774253
946,3391802343,right_foot_index,0.53488004,0.90704733,0.28270626,-0.10665369,0.8392359,0.20512144,0.53384964,0.90556772,0.28194964,0.6514287,0.99920052
947,3391802437,nose,0.55091584,0.015586723,-0.066693664,-0.16159518,-0.64751089,-0.042175137,0.55248176,0.015543551,-0.064260089,0.99726444,0.99846029
