frame_index,timestamp_ms,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_shoulder_angle,right_shoulder_angle,trunk_tilt_proxy,left_wrist_speed,right_wrist_speed,left_ankle_speed,right_ankle_speed,pelvis_speed,shoulder_center_speed,left_elbow_angular_velocity,right_elbow_angular_velocity,left_knee_angular_velocity,right_knee_angular_velocity,left_hip_angular_velocity,right_hip_angular_velocity,motion_energy_proxy,pose_detected,visibility_mean,missing_ratio
952,3391802937,103.33531,102.31499,157.06505,,155.4038,,96.806505,87.896084,7.6247463,0.35614053,0.21491613,0.56911789,0.13815775,0.13318634,0.18758587,-44.251007,4.336111,-62.896464,,-64.114971,,0.91511666,1,0.81183277,0.03030303
953,3391803031,101.54026,98.893723,151.6488,154.45307,146.56813,137.40306,95.585042,83.693233,8.8185896,0.29406918,0.3547696,0.91758229,0.29738246,0.14267215,0.25161694,-19.096304,-36.396408,-57.61967,,-93.996525,,1.2367836,1,0.81054673,0
954,3391803140,100.05576,97.707411,143.93121,149.94445,140.58827,131.21905,94.071225,87.509971,9.8826369,0.32992777,0.18811636,0.086977403,0.11169296,0.1535007,0.20125433,-13.619295,-10.883599,-70.803607,-41.363476,-54.861127,-56.733977,0.64136898,1,0.81124675,0
955,3391803234,99.768409,107.35194,138.3533,147.8298,135.78511,124.75221,93.406113,89.554727,10.922197,0.4758148,0.53991562,0.057062024,0.24396875,0.20275218,0.21030618,-3.0568871,102.60133,-59.339421,-22.496355,-51.097414,-68.796175,1.1150654,1,0.81232486,0
956,3391803328,99.481647,126.63814,132.95768,145.00363,133.10371,120.08998,92.256616,92.336643,11.459474,0.33964921,0.83704121,0.53300804,0.024393803,0.21417575,0.20309089,-3.0506592,205.1724,-57.40025,-30.065577,-28.525574,-49.598277,1.3753945,1,0.81315397,0
957,3391803437,100.25172,,130.99989,142.36214,131.07355,117.81952,94.487671,,12.160265,0.21356351,0.28210731,0.29369924,0.056360543,0.11851442,0.18802997,7.0648894,,-17.961354,-24.233864,-18.625311,-20.829829,0.66529742,1,0.81374094,0.03030303
958,3391803546,100.49644,,127.00097,140.76742,126.16402,115.73989,93.613307,,13.233769,0.24867235,0.34805961,0.05135232,0.052144197,0.11023811,0.17451661,2.2450985,,-36.687392,-14.630486,-45.041522,-19.079254,0.60953534,1,0.81405739,0.03030303
959,3391803640,104.59092,,124.71516,139.33369,122.68838,116.7559,95.643532,,14.54335,0.36653999,0.43258733,0.34660795,0.063733795,0.10190662,0.21442163,43.558335,,-24.317127,-15.252378,-36.974852,10.808634,0.90642298,1,0.81432651,0.03030303
960,3391803734,106.43372,,122.18435,136.64704,118.74221,114.82284,97.355628,,15.977319,0.26678422,0.23192828,0.12361967,0.10142328,0.12115558,0.20533275,19.604226,,-26.923447,-28.581478,-41.980579,-20.564402,0.60771143,1,0.81411433,0.03030303
961,3391803828,107.90304,,121.63333,134.93085,115.67085,110.55976,98.466063,,17.717345,0.23711267,0.66421448,0.54876088,0.081224244,0.13248502,0.23066402,15.631079,,-5.8619304,-18.257318,-32.674077,-45.351904,1.1234729,1,0.81400857,0.03030303
962,3391803953,107.43542,,117.97181,132.52577,110.33877,104.97955,100.49824,,19.36976,0.14944222,0.29349067,0.044739668,0.010154998,0.093943204,0.1500165,-3.7409611,,-29.292169,-19.24064,-42.656634,-44.641734,0.4535902,1,0.81375245,0.03030303
963,3391804046,112.68651,,112.74735,129.85056,104.40336,100.01005,103.60411,,20.809934,0.33966552,0.58089691,0.047478006,0.024868279,0.16408397,0.23320895,56.463388,,-56.176961,-28.765706,-63.82159,-53.435444,0.89067894,1,0.81383312,0.03030303
964,3391804140,122.36528,,106.02492,128.57029,97.897409,100.58399,108.13437,,21.938845,0.55306015,0.64940508,0.021441419,0.086065784,0.13815784,0.3684413,102.96564,,-71.515228,-13.619848,-69.212233,6.1057028,1.0937604,1,0.81337126,0.03030303
965,3391804234,128.49668,,96.322328,126.38303,88.578895,96.764938,109.08672,,23.089052,0.22509434,0.23896027,0.48466062,0.067528474,0.13644476,0.22832583,65.227634,,-103.2191,-23.268776,-99.133137,-40.628186,0.76058026,1,0.81317786,0.03030303
966,3391804343,129.6077,,92.087922,127.00259,84.099549,93.542577,110.82711,,24.238238,0.28352697,0.23933233,0.10626487,0.18740561,0.097707019,0.17270348,10.192848,,-38.847755,5.6840288,-41.094917,-29.562945,0.63668673,1,0.81024322,0.03030303
967,3391804437,127.60907,,85.80981,122.811,77.04743,85.979862,109.92257,,24.734664,0.29086375,0.37634323,0.12169087,0.20529229,0.12353376,0.25731131,-21.262041,,-66.788429,-44.591354,-75.022537,-80.454408,0.78743057,1,0.80716993,0.060606061
968,3391804546,120.97195,,87.513263,120.59153,76.741198,82.921471,109.72551,,25.257654,0.23126184,1.5166209,0.27512338,0.015484726,0.06601942,0.099603692,-60.89101,,15.628005,-20.362087,-2.809471,-28.058638,1.5222355,1,0.80321919,0.060606061
969,3391804640,121.25968,,86.898249,117.94422,75.420921,82.272401,110.42891,,25.102148,0.023489306,1.3301123,0.080068674,0.26207911,0.020038113,0.031929061,3.0609749,,-6.5426935,-28.162889,-14.045496,-6.9050001,1.2063132,1,0.80005447,0.060606061
970,3391804750,119.99308,,85.353494,116.97643,74.796665,82.928685,110.93332,,25.14721,0.077349644,0.28895352,0.11513685,0.0459374,0.02617768,0.011592724,-11.514546,,-14.043232,-8.7981016,-5.675055,5.9662169,0.38144218,1,0.79883301,0.060606061
971,3391804843,119.27891,,89.979146,118.86774,81.228027,86.085932,108.41117,,24.426951,0.26139872,0.28681277,0.096922422,0.014503248,0.12585303,0.18807138,-7.6792061,,49.738192,20.336729,69.154426,33.9489,0.59272449,1,0.79780414,0.090909091
972,3391804937,123.55167,,100.53317,126.37183,93.208645,95.03422,112.05971,,23.366845,0.49822659,0.39064741,0.089883682,0.3763097,0.23057578,0.30326076,45.454805,,112.2768,79.830728,127.45339,95.194556,1.130328,1,0.79737896,0.090909091
973,3391805031,126.16125,,109.70322,130.41353,103.5187,101.77375,111.4178,,21.548559,0.38970849,0.64284943,0.12024891,0.063490847,0.26278216,0.36238714,27.761573,,97.553818,42.99674,109.68143,71.697168,1.1290705,1,0.79792641,0.090909091
974,3391805140,116.38102,,116.2015,127.97092,111.64066,110.14718,106.12737,,19.453748,0.69646976,0.4702616,0.37608321,0.5935617,0.23992012,0.40836397,-89.726916,,59.617244,-22.409188,74.513423,76.820425,1.5997911,1,0.79948924,0.090909091
975,3391805250,106.6752,,123.83317,131.8793,119.7597,119.31351,104.13045,,17.273164,0.76433752,0.95570935,0.16189119,0.094813616,0.23873788,0.35391758,-88.2347,,69.378796,35.53068,73.809473,83.330279,1.6571254,1,0.80192967,0.060606061
976,3391805343,109.22176,,130.7555,135.87897,126.5045,124.73534,104.97479,,15.437032,0.49725513,0.6217009,0.16278856,0.16432828,0.24129208,0.35919444,27.382306,,74.433614,43.00724,72.524719,58.299284,1.2440675,1,0.80446303,0.060606061
977,3391805437,112.12651,,139.45094,139.87347,134.17797,131.02959,106.45023,,13.699094,0.71438537,0.50118812,0.24812476,0.1504471,0.26064845,0.36926074,30.901582,,92.504763,42.494618,81.632663,66.960004,1.3716145,1,0.80696671,0.060606061
978,3391805546,108.43817,,147.46377,149.53729,141.44553,135.46846,106.80869,,11.618088,0.46658963,0.31142825,0.048351779,0.23248182,0.22057344,0.34486394,-33.837947,,73.512128,88.658894,66.674817,40.723659,0.94450365,1,0.80659944,0.060606061
979,3391805640,113.90108,,158.39601,158.10899,149.95938,143.15311,104.83504,,8.9080818,0.48156968,0.49210002,0.20915614,0.20112508,0.32547358,0.4104363,58.116038,,116.30042,91.188307,90.572869,81.751562,1.2608665,1,0.80727385,0.060606061
980,3391805734,117.20458,,168.86111,167.46937,160.99961,144.97538,105.17251,,6.5509467,0.40358726,0.37452537,0.55299306,0.20249002,0.20272139,0.27354745,35.143598,,111.33084,99.578584,117.44929,19.385826,1.1640474,1,0.80774198,0.03030303
981,3391805828,126.14187,,173.76522,170.96861,167.72539,150.18231,109.16638,,4.324504,0.56740462,0.18496041,0.27515026,0.39267429,0.10243229,0.16326638,95.077555,,52.171394,37.225867,71.550815,55.39289,1.0006183,1,0.81256562,0.03030303
982,3391805937,128.93115,,174.95379,169.54055,171.27166,153.29478,110.56724,,2.5709413,0.11336048,0.12594132,0.094494931,0.16713085,0.065259941,0.077537657,25.589771,,10.904331,-13.101411,32.534579,28.554767,0.37554918,1,0.81616448,0.03030303
983,3391806046,127.01629,101.43294,174.95072,168.25734,173.20088,154.05761,110.18056,100.67105,1.6837949,0.14966292,0.19118677,0.0099567181,0.14122525,0.029340794,0.090003969,-17.567579,,-0.028131638,-11.77258,17.699297,6.9984777,0.36056904,1,0.81986434,0
984,3391806140,129.67812,103.89443,175.38054,167.75532,173.87651,154.68947,110.19129,101.49576,0.95716055,0.098069009,0.064353371,0.0096409576,0.099961462,0.01270015,0.049668364,28.317384,26.186124,4.5724946,-5.3406515,7.1875545,6.7218565,0.18931814,1,0.82218467,0
985,3391806234,124.1952,107.10241,175.00875,167.68239,174.09754,154.72853,109.20364,98.805551,0.0085258152,0.15627387,0.10902133,0.046411218,0.015337142,0.011750018,0.054340504,-58.328906,34.127428,-3.9551686,-0.7758557,2.3513744,0.41559063,0.2415956,1,0.82277995,0
986,3391806343,122.32324,105.14313,177.15289,168.95014,174.42702,152.09545,107.6815,100.90837,0.9746151,0.066437494,0.27791864,0.11342261,0.016799445,0.010688237,0.066475299,-17.174003,-17.974995,19.671038,11.630735,3.0227256,-24.156699,0.33406637,1,0.82388613,0
987,3391806437,117.83313,103.00986,175.91345,168.00862,174.35353,151.11257,108.40286,101.05741,1.6995682,0.024093352,0.11956016,0.21347416,0.30184606,0.030992397,0.11172218,-47.767059,-22.694452,-13.185585,-10.0162,-0.78183462,-10.456169,0.39639264,1,0.82391251,0
988,3391806531,118.70797,106.44546,177.14086,168.98778,174.90348,152.2385,107.82662,102.35247,2.2236543,0.05913174,0.15303011,0.099004734,0.077070989,0.013585518,0.026873391,9.3068,36.548941,13.057518,10.416622,5.850588,11.977951,0.26074477,1,0.82409728,0
989,3391806640,120.86589,105.82928,177.48321,169.00132,174.8459,152.45216,107.9358,103.85373,2.672074,0.0206221,0.14376408,0.12824594,0.020776521,0.012480906,0.029122717,19.797442,-5.6529968,3.1408632,0.12421218,-0.52827268,1.9601599,0.21028177,1,0.82672129,0
990,3391806750,123.773,105.41846,176.55545,169.00615,174.31641,152.3334,108.58846,102.80943,3.2073257,0.10428226,0.17513831,0.037909766,0.01171721,0.0066837772,0.025734517,26.428237,-3.7347057,-8.4341985,0.04392761,-4.8134922,-1.0795933,0.24106269,1,0.8288263,0
991,3391806843,122.53411,102.21318,176.69559,169.53208,172.79946,148.56146,109.9353,102.84669,3.3628857,0.087069595,0.044875707,0.013616823,0.41337219,0.0046284131,0.0722768,-13.321441,-34.465408,1.5069484,5.6552105,-16.311306,-40.558534,0.3170819,1,0.83005384,0
992,3391806937,121.40642,103.44391,176.49656,,173.30938,,109.52761,102.19144,3.3160089,0.11446524,0.019553188,0.0098970425,0.18875627,0.0036112065,0.046972985,-11.996673,13.092878,-2.1174309,,5.4246013,,0.20345168,1,0.83107997,0.03030303
993,3391807031,138.80826,103.83586,176.07027,,173.59606,,110.6002,102.45915,3.1874137,0.60210532,0.33042915,0.0062472101,0.14152317,0.0014438903,0.032447657,185.12599,4.1696694,-4.5349235,,3.0498258,,0.77472994,1,0.83313,0.03030303
994,3391807140,124.74043,102.43402,175.71522,,175.13686,,109.82026,102.30373,2.8916751,0.38473967,0.25496341,0.10947351,0.022924375,0.0040248448,0.013494049,-129.06268,-12.860904,-3.257357,,14.135807,,0.5500011,1,0.83377539,0.03030303
995,3391807234,115.53268,105.91614,174.48785,,175.39237,,110.2358,100.62553,2.3727619,0.2483487,0.30130741,0.1710113,0.11391257,0.013069747,0.077273104,-97.954722,37.043819,-13.057133,,2.7181268,,0.56777377,1,0.83174015,0.03030303
996,3391807343,115.42258,108.83567,172.32352,,175.32479,,107.82458,97.867239,1.6963734,0.12330892,0.16477321,0.19225923,0.089789272,0.045753889,0.052549025,-1.0101639,26.784709,-19.856205,,-0.6199933,,0.40283974,1,0.82942128,0.03030303
997,3391807437,110.44655,116.17854,169.67068,,172.57478,,106.82168,93.049901,0.48279661,0.1598091,0.82987577,0.35617672,0.37756184,0.10588269,0.069886688,-52.936444,78.115649,-28.221727,,-29.25541,,1.2150156,1,0.8268432,0.03030303
