scheme,runs,duration_sec,success_rate,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_yolo_detection_time_ms,roi_success_rate,keypoint_jitter,angle_jitter,avg_keypoint_confidence
yolo_pose_cpu,8,39.35,0.9970059880239521,100.07459498703159,118.98622692388014,101.24153741460418,0.0,0.0,0.010006411703992574,2.2612780912705013,0.8270254885525491
yolo_pose_gpu,8,20.7625,0.9970059880239521,44.59864781200818,41.92286190809681,46.55353972103225,0.0,0.0,0.01000625696112111,2.260973661300229,0.8269772209638573
yolo_roi_mediapipe_cpu,8,29.325,0.9967494161474622,31.497496066691397,44.14851245237514,68.35231276953208,159.2173049951603,0.9181679070647023,0.010917321914378015,3.171938895633032,0.8321550481062359
yolo_roi_mediapipe_gpu,8,26.4625,0.9972484181434701,38.12550377868524,54.84800634440033,63.52753291092349,102.11173034017368,0.9261377972438581,0.010986515375836583,3.210162542863907,0.8298305157994552
