frame_index,timestamp_ms,pose_detected,visible_score,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_elbow_angle,right_elbow_angle,torso_angle,shoulder_tilt,hip_tilt,body_center_x,body_center_y,body_height_norm,left_wrist_to_hip_y,right_wrist_to_hip_y,wrist_distance_norm,ankle_distance_norm,min_knee_angle,min_hip_angle,max_hip_angle,hip_center_y,knee_center_y,shoulder_center_y,wrist_center_y,hip_knee_depth,wrist_above_shoulder,hip_width,knee_width,ankle_width,min_elbow_angle,max_elbow_angle,left_wrist_above_shoulder,right_wrist_above_shoulder,action,phase,rep_count,feedback_codes,feedback_texts,stand_hip_center_y,hip_drop,hip_motion_tolerance,hip_drop_min,raw_phase,stable_phase,frames_in_phase,last_rep_time_ms,bottom_seen,bottom_depth_met,stand_seen,extension_seen,extension_pending,selected_hip_angle,selected_elbow_angle,just_completed_rep,confirmation_frames,rep_cooldown_ms,sensitivity,config_name,wrist_to_hip,carrying_score,motion_detected,stationary_ms,stroke_count,elbow_angle_mean,phase_duration_ms,pull_count,wrist_height_mean,wrist_asymmetry,knee_angle_mean,body_center_delta_x,feet_stagger_score
11,367,1,0.8789096213877201,96.89579620094617,110.26223828647167,68.44372321983342,86.87703338768128,116.18510198815349,113.62723475861004,171.3841301592355,0.0046514586087586796,0.005161544612855476,0.5841520708751147,0.30407491835439754,0.08983453906475027,0.14541402176165072,0.13609943756831383,0.09753552742697198,0.05937205631791142,96.89579620094617,68.44372321983342,86.87703338768128,0.2831742406609567,0.35985568988690164,0.3249755960478384,0.42393097032593896,-0.07668144922594494,-0.09895537427810058,0.03829230468073929,0.06065947416254168,0.05430990373685598,113.62723475861004,116.18510198815349,-0.10335762337272064,-0.09455312518348054,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,9,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,200,,,,,,0.02398906891712732
12,400,1,0.8665013164281845,96.48693696607754,110.41178100810542,67.75149699296071,85.54424593909664,116.14026891471393,113.77185098249875,175.98255855101937,0.003269891616922547,0.00445081078035871,0.5869413464436928,0.3058468415257826,0.0880330694791612,0.14812034527828616,0.14111842345275907,0.10052005362223347,0.05462548393304043,96.48693696607754,67.75149699296071,85.54424593909664,0.2835151019392558,0.3610254177290375,0.3281785811123094,0.4281344863047784,-0.07751031578978174,-0.099955905192469,0.03822687664825954,0.06000795702981238,0.05130166895426764,113.77185098249875,116.14026891471393,-0.1028664065235145,-0.09704540386142356,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,10,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,233,,,,,,0.01876385507899675
13,433,1,0.8657238259911537,98.25122715898344,112.017439060764,67.33368971161036,84.40181166662234,115.44950255829623,114.63159863109925,179.86249643113015,0.0021696350674196983,0.0034859775569713335,0.5894014532828449,0.30602661913259477,0.0868626579064166,0.15178691782338097,0.14677133437537052,0.10296594266950693,0.05681196243864821,98.25122715898344,67.33368971161036,84.40181166662234,0.2815143940701035,0.36046043079144324,0.33053884419508606,0.4307935201694792,-0.07894603672133976,-0.10025467597439314,0.03800979581536069,0.0607835412822179,0.054704708107455445,114.63159863109925,115.44950255829623,-0.10210429645362258,-0.09840505549516379,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,11,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,266,,,,,,0.015329513593342559
14,467,1,0.8619248978793621,100.09071583988786,113.93550687480362,67.50685804985467,83.94524988426244,117.59626418239,115.02115331209704,-177.1902306484341,0.0011674380627776564,0.002261060005465553,0.5916418781229092,0.30600203316303126,0.0854585115073971,0.15496491855105418,0.152593793249975,0.1055441098785163,0.05997527851255444,100.09071583988786,67.50685804985467,83.94524988426244,0.27944906772702205,0.3593451494758901,0.3325549985990404,0.4332284236275366,-0.07989608174886803,-0.10067342502849619,0.038084700961412116,0.062289214020943694,0.05850919373101564,115.02115331209704,117.59626418239,-0.10131217670769188,-0.1000346733493006,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,12,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,300,,,,,,0.013179843762539667
15,500,1,0.862481314688921,101.44719596433649,115.62578090960166,67.59410542200797,82.94600074286076,121.65296046306189,117.26560728556824,-175.2647426796982,0.0005516457366179176,0.0013452626659348195,0.5935320910741237,0.30573849045426216,0.08313044074010907,0.15826042822213263,0.15735575055856263,0.10806527561837785,0.06100654940614515,101.44719596433649,67.59410542200797,82.94600074286076,0.27728561481695324,0.35802192019148804,0.3341913660915711,0.43509370420730087,-0.0807363053745348,-0.1009023381157298,0.03822485764920128,0.0641200184532025,0.06025519985563406,117.26560728556824,121.65296046306189,-0.10095786848285629,-0.10084680774860319,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,13,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,333,,,,,,0.00954515378619053
16,533,1,0.8620913699269295,103.76115162103395,118.37801700752073,68.51528204611225,83.4105227334993,123.72353738496997,118.1736471842203,-173.77559110336114,0.00044040209903413707,0.0007894608102475464,0.5953305306409531,0.3055053532892492,0.08107586148436689,0.1615596236049929,0.1615246191424803,0.11056938901722466,0.06357641256452999,103.76115162103395,68.51528204611225,83.4105227334993,0.27526666987073417,0.3566316574017118,0.3357440367077642,0.4368087912444708,-0.08136498753097765,-0.1010647545367066,0.038465219292016406,0.06561940381814906,0.06316190813570197,118.1736471842203,123.72353738496997,-0.10090772741235618,-0.101221781661057,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,14,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,366,,,,,,0.007248006293628151
17,567,1,0.8607981838285923,106.7392986810832,121.88644969042818,70.12046147951283,84.63826339245826,129.88080889585865,120.51142585631035,-172.5369594447724,0.001501378604685798,0.0005790258870885196,0.5969838400280932,0.30566288046688395,0.07907037385100775,0.16374361320066527,0.16513042183904997,0.11332713311313528,0.06569725089613734,106.7392986810832,70.12046147951283,84.63826339245826,0.2738794570702644,0.35538437256015554,0.33744630386350344,0.438316474590122,-0.08150491548989114,-0.10087017072661858,0.03884262172836188,0.06748655239316727,0.06545538687948912,120.51142585631035,129.88080889585865,-0.1006379427662248,-0.1011023986870122,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,15,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,400,,,,,,0.00563214912501625
18,600,1,0.8524586409330368,112.35363398632961,125.73194539030636,76.39675227614869,88.57998765704123,130.69786945466072,123.1130060533966,-171.244493994235,0.0029963690973336763,0.0006185903378299168,0.5987106167150729,0.30782737643580194,0.07568651239193669,0.16369012058043106,0.16618238284745118,0.11463518066299123,0.07390284049621278,112.35363398632961,76.39675227614869,88.57998765704123,0.27520628304506584,0.35574216173716106,0.3404484698265381,0.44014253475900694,-0.08053587869209522,-0.09969406493246885,0.038747181590628114,0.07137885010919391,0.0738665834368284,123.1130060533966,130.69786945466072,-0.0996368231787107,-0.09975130668622707,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,16,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,433,,,,,,0.0023146673149148644
19,633,1,0.8443306870758533,120.24971149809258,132.50368758728465,86.36123746982098,96.97388947340201,129.9856716501827,124.81323661068429,-169.84300465210774,0.003008116773958029,0.00020300496134383563,0.6003157187768378,0.3114601211173562,0.07067886944256822,0.16281467896483268,0.16493736006457055,0.11468066261955782,0.08559633153856412,120.24971149809258,86.36123746982098,96.97388947340201,0.27832913665936504,0.3567595087492303,0.3445911055753474,0.4422051561740667,-0.07843037208986525,-0.0976140505987193,0.03861975088257732,0.07747451373858968,0.08559124408071918,124.81323661068429,129.9856716501827,-0.09795526595515741,-0.09727283524228107,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,17,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,466,,,,,,0.0009332253610678243
20,667,1,0.8382013067603111,128.86296759174937,137.92232370906973,96.99258734965562,102.96249835952773,135.62411608572296,134.9904104628503,-167.83568529327817,0.0023151288898601383,-0.00047416074727289894,0.6020361907187112,0.31586138369066263,0.06657102650567946,0.16015575504827564,0.16059090555816746,0.11465746742469433,0.09856770622191062,128.86296759174937,96.99258734965562,102.96249835952773,0.2827561240296135,0.3592912691086537,0.34896664335171185,0.443129454332835,-0.07653514507904025,-0.09416281098112317,0.03869006894475145,0.0845609145820947,0.09832116484316943,134.9904104628503,135.62411608572296,-0.09533988054474374,-0.09298574141750254,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,18,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,500,,,,,,0.006967155354316634
21,700,1,0.7040890976786613,128.86296759174937,137.92232370906973,96.99258734965562,102.96249835952773,135.62411608572296,134.9904104628503,-167.83568529327817,0.0023151288898601383,-0.00047416074727289894,0.6020361907187112,0.31586138369066263,0.06657102650567946,0.16015575504827564,0.16059090555816746,0.11465746742469433,0.09856770622191062,128.86296759174937,96.99258734965562,102.96249835952773,0.2827561240296135,0.3592912691086537,0.34896664335171185,0.443129454332835,-0.07653514507904025,-0.09416281098112317,0.03869006894475145,0.0845609145820947,0.09832116484316943,134.9904104628503,135.62411608572296,-0.09533988054474374,-0.09298574141750254,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,19,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,533,,,,,,0.006967155354316634
22,733,1,0.8271834664046764,149.67546524455676,155.89590602469326,125.03783119828192,128.46186136490488,130.23183293913374,125.53391410249287,-165.41463269975932,0.002035975939452021,0.00048435820251466996,0.6067086418863025,0.3284430655089697,0.05708331334935144,0.1432601474005405,0.13991075757840715,0.11654074991907885,0.10304057812155498,149.67546524455676,125.03783119828192,128.46186136490488,0.3030228067975222,0.3669572342615927,0.35386332422041716,0.444608259286996,-0.06393442746407052,-0.09074493506657882,0.038901974110811095,0.08445967090767038,0.10269721215712183,125.53391410249287,130.23183293913374,-0.09319543884611424,-0.08829443128704356,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,20,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,566,,,,,,0.008404960129553662
23,767,1,0.8165180422365665,157.5696458581814,162.00837781828275,135.93466131218406,138.8866148601429,130.07341528199836,123.7999872952396,-162.63263164255437,0.0021521430839374594,0.0011427372574457247,0.6085119973538197,0.3370058651471048,0.05013411201767833,0.1327725527399432,0.12801514758199295,0.11739660408941595,0.10078077199325992,157.5696458581814,135.93466131218406,138.8866148601429,0.31516632279707213,0.37132111622254127,0.3588454074971374,0.4455601729580402,-0.05615479342546914,-0.08671476546090279,0.039127013363778676,0.08298293539819765,0.10044993579728385,123.7999872952396,130.07341528199836,-0.08959817095312383,-0.08383135996868185,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,21,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,600,,,,,,0.008159313811773372
24,800,1,0.7972917705774307,162.1475857052141,166.28063825360547,142.64992705038387,146.0314585375767,127.42147147864986,121.03318311202142,-159.13628114164308,0.0023058986765460586,0.0018069277044436066,0.6096257206846731,0.3442020654442809,0.04365444788128052,0.12493213695634048,0.11952363750491342,0.11815297878798883,0.09732484826128017,162.1475857052141,142.64992705038387,146.0314585375767,0.32461626846250025,0.3749396519540351,0.36378786242606154,0.44684415569312713,-0.05032338349153487,-0.0830562932670656,0.039384044431260486,0.08048513440238346,0.09702761241917025,121.03318311202142,127.42147147864986,-0.08601002847883035,-0.08010255805530084,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,22,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,633,,,,,,0.007600560329113104
25,833,1,0.7761775124818087,165.39896557205694,169.22707680187585,147.78907332085174,151.36107015611654,126.51459516763727,119.46792878272535,-154.60317732912546,0.0022874946963335153,0.0023048876822384366,0.6107794582716938,0.35224511210635856,0.03795921523188923,0.11561722831364712,0.10981549524061546,0.11848799071591364,0.09419696535442211,165.39896557205694,147.78907332085174,151.36107015611654,0.33530604632685057,0.3791883890585787,0.3691841778858664,0.4480224081039818,-0.04388234273172814,-0.07883823021811542,0.03935703266500685,0.07811696617263911,0.09391979762043728,119.46792878272535,126.51459516763727,-0.08173040026167881,-0.07594606017455206,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,23,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,666,,,,,,0.007220796141583163
26,867,1,0.7585988901555538,168.29351441305664,171.04270080628154,151.7378176050521,155.12658661938218,126.56747249447513,120.73464167095351,-149.19492238103635,0.0015990248922401699,0.002705669607613324,0.6122563982641763,0.3599360146820405,0.034101704491491636,0.10785735206544715,0.10096696444161855,0.11884505884587267,0.09171469543545535,168.29351441305664,151.7378176050521,155.12658661938218,0.344877074036516,0.38410385735618036,0.3749949553275651,0.44928923229004886,-0.03922678331966434,-0.07429427696248375,0.03941216164247966,0.0761226024985194,0.09153370999850566,120.73464167095351,126.56747249447513,-0.07718614841671147,-0.07140240550825604,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,24,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,700,,,,,,0.005758931561305469
27,900,1,0.7461394611746073,170.156690979043,172.17922102101363,154.93036118486677,158.15989269071375,125.80530149046075,120.25533782798516,-143.385895570794,0.0006241920092926603,0.0022982281666521507,0.6135935848779563,0.36696282660715446,0.03191462094596126,0.09962928514321326,0.09271027409785304,0.11939355429402533,0.08801682286029487,170.156690979043,154.93036118486677,158.15989269071375,0.3541168490394463,0.3897487662038119,0.3798088041748626,0.4502866286599794,-0.03563191716436559,-0.0704778244851168,0.03913187535578767,0.0730362527732744,0.08784486532177985,120.25533782798516,125.80530149046075,-0.07310031192911713,-0.0678553370411164,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,25,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,733,,,,,,0.005499158391871151
28,933,1,0.7177276287972927,168.10167932359465,172.35203603045528,152.5109076957955,161.67421926259235,125.22279564446806,116.39498445065506,-144.0031958520487,0.00025175167094493355,0.012192223970049982,0.6144084677852236,0.3721305085323148,0.028192948117812377,0.10116094120150237,0.08368661334737078,0.11968575703698807,0.08348965197163727,168.10167932359465,152.5109076957955,161.67421926259235,0.3590638469411452,0.3924276907502347,0.3851971701234845,0.4514876242155817,-0.03336384380908952,-0.06629045409209722,0.037596222374556836,0.0748831151675187,0.08335360127050043,116.39498445065506,125.22279564446806,-0.06905738186961057,-0.06352352631458402,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,26,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,766,,,,,,0.004764361613431967
29,967,1,0.6987999314814806,166.60202238475298,174.5359792135878,150.2794901488029,164.48236158920136,122.9070180610178,113.42765467875157,-144.91920813584144,-8.630167988559139e-05,0.021146009153066008,0.6150392028712703,0.3769942911802786,0.02429695117219509,0.10231508835051806,0.0760663422541318,0.11950963706912994,0.08193087363026785,166.60202238475298,150.2794901488029,164.48236158920136,0.3635407395326532,0.39897657743816334,0.39044784282790396,0.45273145483497806,-0.03543583790551014,-0.06228361200707411,0.036412811492069784,0.06916065745099129,0.08186117239538067,113.42765467875157,122.9070180610178,-0.06479182963879149,-0.059775394375356825,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,27,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,800,,,,,,0.003378832323848946
30,1000,1,0.672176860794425,164.62820464475712,175.49327834450781,147.97481971975276,166.92069405852897,121.74775441587008,110.70539619202653,-145.73729367612776,-0.0006279681422855669,0.029920866693503183,0.6155356100596001,0.3817215659722644,0.020678760902775952,0.10327349412494702,0.06891217892473331,0.11916108227606105,0.08061860678549101,164.62820464475712,147.97481971975276,166.92069405852897,0.3679281683028717,0.40375277752905664,0.3955149636416572,0.4540210048277119,-0.03582460922618491,-0.05850604118605468,0.03551359256730479,0.06729047320142724,0.08056153286810215,110.70539619202653,121.74775441587008,-0.06041228136826721,-0.05659980100384226,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,28,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,833,,,,,,0.0030330153272469795
31,1033,1,0.6324167593568564,162.2311313904811,173.74339366728705,145.2397581672824,165.06064450310532,123.78820936662251,107.99023768288315,-151.71767771520086,-0.0007725339155946876,0.029920866693503183,0.6160455442310367,0.38432802689061857,0.017819287426308988,0.1040460061652068,0.07056685238974954,0.11914051472510305,0.07865343985278174,162.2311313904811,145.2397581672824,165.06064450310532,0.3679281683028717,0.4088461879652385,0.40072788547836535,0.45523459758034995,-0.040918019662366745,-0.0545067121019846,0.03551359256730479,0.06571268573732669,0.07854474070382685,107.99023768288315,123.78820936662251,-0.05589958868516429,-0.05311383551880489,burpee_broad_jump,chest_down,0,,,,,,,chest_down,chest_down,29,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,866,,,,,,0.004133679770345233
32,1067,1,0.6126302197575569,,176.75552994241713,,169.97319250497648,123.70606575012812,105.45786944365742,,-0.0006517170990760122,,,,0.01549597512689789,,0.058381756861320806,0.11942377835793491,0.07544232316972076,176.75552994241713,169.97319250497648,169.97319250497648,,0.41253615240000474,0.4049282716712543,0.45634852921228414,,-0.05142025754102986,,0.06322528041106217,0.0753152629421357,105.45786944365742,123.70606575012812,-0.05236864676188803,-0.0504718683201717,burpee_broad_jump,unknown,0,,,,,,,unknown,unknown,1,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,0,,,,,,0.004376676044848149
33,1100,1,0.593824996240437,,,,,123.35395712628875,103.99867101305493,,-0.0005432029542080934,,,,0.01345297154722796,,0.05303456851160991,0.12029758154932305,0.07362243255661918,,,,,,0.4083136673752951,0.4574539602853067,,-0.049140292910011596,,,0.0734584356306385,103.99867101305493,123.35395712628875,-0.049625959734634566,-0.048654626085388564,burpee_broad_jump,unknown,0,,,,,,,unknown,unknown,1,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,33,,,,,,0.0049112941525915055
34,1133,1,0.5838920824229717,,,,,122.86004228469997,102.88178219868657,,-0.001106837980470751,,,,0.012189211239940809,,0.05007151793915989,0.12075036348338869,0.07104355324693087,,,,,,0.4105530594189761,0.4582701849058656,,-0.0477171254868895,,,0.07087434300555034,102.88178219868657,122.86004228469997,-0.04768127219569657,-0.047752978778082496,burpee_broad_jump,unknown,0,,,,,,,unknown,unknown,1,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,66,,,,,,0.004900404216092669
35,1167,1,0.5820751605555415,,,,,120.42495926876505,101.37946009136948,,-0.001030317355566038,,,,0.012993319775135383,,0.047065780146215035,0.1207922430676924,0.06851380566136686,,,,,,0.4121595956877456,0.45911217638518204,,-0.04695258069743646,,,0.06824020323214261,101.37946009136948,120.42495926876505,-0.046958519007818736,-0.0469466423870543,burpee_broad_jump,unknown,0,,,,,,,unknown,unknown,1,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,100,,,,,,0.006116880662512536
36,1200,1,0.6272768117487431,171.95620140404682,,162.68542558556922,,118.20376480255298,99.59737875998336,-104.86134043559083,-0.0010735475346738137,0.015899843256713644,0.6234725365153937,0.4102487248031305,0.014052549798968628,0.06085763454528063,0.04386036714521904,0.12093717961793886,0.06681418244256893,171.95620140404682,162.68542558556922,162.68542558556922,0.4073599662718977,,0.41313748333436334,0.45971896711714755,,-0.046581483782784205,0.0390588946482271,,0.06644384067851565,99.59737875998336,118.20376480255298,-0.04659342208712124,-0.04656954547844711,burpee_broad_jump,unknown,0,,,,,,,chest_down,unknown,1,,,,,,,,,,,,medium,burpee_broad_jump_default,,,,,,,133,,,,,,0.00702502749865902
