frame_index,timestamp_ms,pose_detected,visible_score,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_elbow_angle,right_elbow_angle,torso_angle,shoulder_tilt,hip_tilt,body_center_x,body_center_y,body_height_norm,left_wrist_to_hip_y,right_wrist_to_hip_y,wrist_distance_norm,ankle_distance_norm,min_knee_angle,min_hip_angle,max_hip_angle,hip_center_y,knee_center_y,shoulder_center_y,wrist_center_y,hip_knee_depth,wrist_above_shoulder,hip_width,knee_width,ankle_width,min_elbow_angle,max_elbow_angle,left_wrist_above_shoulder,right_wrist_above_shoulder,action,phase,rep_count,feedback_codes,feedback_texts,stand_hip_center_y,hip_drop,hip_motion_tolerance,hip_drop_min,raw_phase,stable_phase,frames_in_phase,last_rep_time_ms,bottom_seen,bottom_depth_met,stand_seen,extension_seen,extension_pending,selected_hip_angle,selected_elbow_angle,just_completed_rep,confirmation_frames,rep_cooldown_ms,sensitivity,config_name,wrist_to_hip,carrying_score,motion_detected,stationary_ms
19,633,1,0.9708350673317909,92.9224183465003,111.70800196719304,76.51204419188817,115.90776916143776,79.46410603445423,105.12060652719646,-1.0111199920427623,0.0016585618507754959,0.005445319891131025,0.17416452798233242,0.3724125108979971,0.363583002500005,-0.009076263673349768,0.002519742503181448,0.11723498485617267,0.04032369241351364,92.9224183465003,76.51204419188817,115.90776916143776,0.44452344362183893,0.5528781682856992,0.30030157817415526,0.4412451830367548,-0.10835472466386031,-0.14094360486259955,0.03854634673464161,0.041935582155289745,0.037315023100116244,79.46410603445423,105.12060652719646,-0.13325222275415613,-0.14863498697104288,farmers_carry,ready,0,,,,,,,ready,ready,5,,,,,,,,,,,,medium,farmers_carry_default,-0.009076263673349768,0.5456252600997686,False,166
20,667,1,0.9694492295384407,92.51993558051961,112.21744680199662,76.66906826981747,117.0945050071582,79.00987227083397,103.91736671845078,-0.8059597341558143,0.001120654932304267,0.00528752410302547,0.17579564678900536,0.37251336957366327,0.36360876669762243,-0.00863116830200931,0.0025064195189555224,0.11749988880510764,0.041253239594553556,92.51993558051961,76.66906826981747,117.0945050071582,0.44472884087056846,0.5534214973124745,0.30029789827675807,0.4416664664790416,-0.10869265644190601,-0.14136856820228355,0.038626481203684566,0.04123958583295657,0.03756992196019885,79.00987227083397,103.91736671845078,-0.13371633970644053,-0.1490207966981266,farmers_carry,ready,0,,,,,,,ready,ready,6,,,,,,,,,,,,medium,farmers_carry_default,-0.00863116830200931,0.5454173844307662,False,200
21,700,1,0.968478012830019,92.40461336569096,112.45392842826811,77.46270638157067,118.0548955611503,78.43731593454916,103.24900677127754,-0.6680090837320396,0.0006226791590561629,0.005143888308410822,0.17732260724066634,0.37257114041371386,0.3636746410964075,-0.008271996239958713,0.002423051014897886,0.11780289766391448,0.042052917513626366,92.40461336569096,77.46270638157067,118.0548955611503,0.44488303401027796,0.5541463266849376,0.3002592468171498,0.4419585613977476,-0.10926329267465962,-0.14169931458059776,0.03868314519904414,0.04050969803302868,0.03776856895101036,78.43731593454916,103.24900677127754,-0.13409118637849204,-0.1493074427827033,farmers_carry,ready,0,,,,,,,ready,ready,7,,,,,,,,,,,,medium,farmers_carry_default,-0.008271996239958713,0.5452717019245028,False,233
22,733,1,0.9672138653695583,92.8895310265142,112.42271785298048,78.6963078317803,118.57844265559156,77.8031161564353,102.59127570909612,-0.5786818898448419,0.00018542325766865536,0.004957405240381964,0.17878396864474458,0.37255469033360006,0.3638877273792033,-0.00790848171494812,0.0023491732365782687,0.11818459554558722,0.04279776636492907,92.8895310265142,78.6963078317803,118.57844265559156,0.4449599350973936,0.5550659198812234,0.3001494455698065,0.4421802808582086,-0.11010598478382982,-0.1420308352884021,0.03876652930724793,0.039835132362154725,0.037938040404413904,77.8031161564353,102.59127570909612,-0.1345160168212823,-0.149545653755522,farmers_carry,ready,0,,,,,,,ready,ready,8,,,,,,,,,,,,medium,farmers_carry_default,-0.00790848171494812,0.5450820798054338,False,266
23,767,1,0.9659826830029488,92.52300050321116,111.09856707893513,80.19425668863491,118.96332608426549,77.23442210968012,102.02062666843302,-0.4835820245745845,-0.00033347061287119427,0.004800483997518215,0.18036048905703783,0.37249148019208966,0.36407812568661174,-0.007560645159848259,0.0022527229586663724,0.11863707386538226,0.043727595793836116,92.52300050321116,80.19425668863491,118.96332608426549,0.445026999707042,0.5563504957551016,0.2999559606771373,0.44237303860645105,-0.11132349604805963,-0.14241707792931374,0.038856841329887495,0.03908848489748024,0.038159373207715716,77.23442210968012,102.02062666843302,-0.13494341656486175,-0.14989073929376578,farmers_carry,ready,0,,,,,,,ready,ready,9,,,,,,,,,,,,medium,farmers_carry_default,-0.007560645159848259,0.5448974024504423,False,300
24,800,1,0.9650969058275223,92.41226180465377,109.4488913861017,82.64421360426297,119.22073939746126,76.02565460953883,101.9684924335681,-0.4162923855228337,-0.0009112239951640788,0.004663280878048951,0.18192718427297797,0.372340792208551,0.36398769208182535,-0.007284285543260303,0.0018565564670399981,0.1190301165131908,0.04497160558549589,92.41226180465377,82.64421360426297,119.22073939746126,0.44507512880752415,0.5575628113600706,0.29960645560957777,0.4423612642694141,-0.11248768255254643,-0.1427548086598363,0.03887940262431473,0.03831850737339645,0.03834815227176223,76.02565460953883,101.9684924335681,-0.13539713521807958,-0.15011248210159292,farmers_carry,ready,0,,,,,,,ready,ready,10,,,,,,,,,,,,medium,farmers_carry_default,-0.007284285543260303,0.5447645358741283,False,333
25,833,1,0.9631887227296829,93.5302305599645,106.7715379436828,85.3514124181185,119.86107300476444,75.14440839289755,100.49766958909406,-0.35830537763758064,-0.001517240619076657,0.004485120698195334,0.18352597509182572,0.37212402740253847,0.36316335038014363,-0.0070396746567298165,0.0011917104155623305,0.11941478184825699,0.04725131297888684,93.5302305599645,85.3514124181185,119.86107300476444,0.44506490923726205,0.5586143656231997,0.29918314556781495,0.44214092711667835,-0.11354945638593761,-0.1429577815488634,0.03882692762118965,0.03725215536622621,0.03855439370326801,75.14440839289755,100.49766958909406,-0.13584090835408127,-0.1500746547436454,farmers_carry,ready,0,,,,,,,ready,ready,11,,,,,,,,,,,,medium,farmers_carry_default,-0.0070396746567298165,0.5444783084094524,False,366
26,867,1,0.9613412693142891,94.40372173595584,104.35857385312842,87.22484150262781,120.03888377164078,73.98644121631176,98.56665905555572,-0.295508900164667,-0.002039337293522769,0.004243351348598339,0.1850912042589207,0.3718444339959955,0.36214999748438775,-0.006772918273316495,0.0004937859365775944,0.1198498155376995,0.050011511519725466,94.40372173595584,87.22484150262781,120.03888377164078,0.4449645447100789,0.5594411094948715,0.298724323281912,0.44182497854170943,-0.11447656478479257,-0.14310065525979743,0.03876835840558627,0.0361468971924253,0.03878435296903155,73.98644121631176,98.56665905555572,-0.1363259588337898,-0.14987535168580501,farmers_carry,ready,0,,,,,,,ready,ready,12,,,,,,,,,,,,medium,farmers_carry_default,-0.006772918273316495,0.5442011903971433,False,400
27,900,1,0.960408691316843,94.94408434509803,102.46261202177477,88.44762636263518,119.87825854223857,73.40445615042714,97.44398139433402,-0.27948029422419685,-0.002565420117574359,0.003962195770980776,0.18644978215400634,0.37147023449492983,0.3615129911233489,-0.006470506200086377,-0.0002101143264193736,0.12026910566800006,0.052435684313261885,94.94408434509803,88.44762636263518,119.87825854223857,0.4447516516835363,0.5599433653126475,0.2981888173063234,0.4414113414202835,-0.11519171362911124,-0.14322252411396008,0.038656137776677445,0.03506232840814376,0.038963626248214846,73.40445615042714,97.44398139433402,-0.136828520232849,-0.14961652799507114,farmers_carry,ready,0,,,,,,,ready,ready,13,,,,,,,,,,,,medium,farmers_carry_default,-0.006470506200086377,0.5440613036975265,False,433
28,933,1,0.9604037366807461,95.31657472076502,100.55142346828546,89.87784310644848,119.3711563601973,73.12390426821565,96.55163261590391,-0.23602565266702374,-0.0030892302981762494,0.0036322675067823355,0.1877676954013698,0.371105037867403,0.3613075102685853,-0.00622216318659349,-0.000776882752888416,0.12080273696121205,0.0541151936132832,95.31657472076502,89.87784310644848,119.3711563601973,0.4445273958440446,0.560426134075431,0.2976826798907615,0.4410278728743036,-0.11589873823138636,-0.1433451929835421,0.038556240364147606,0.03406802591320383,0.03899248633471292,73.12390426821565,96.55163261590391,-0.1372618038642103,-0.14942858210287396,farmers_carry,ready,0,,,,,,,ready,ready,14,,,,,,,,,,,,medium,farmers_carry_default,-0.00622216318659349,0.5440605605021119,False,466
29,967,1,0.9605109617114067,94.93640308961287,98.73029572297838,90.69091261222049,118.44661582742324,72.8938388095932,95.4490082601128,-0.20129323455490383,-0.0035631880759006956,0.0032099328390356487,0.18900491723912405,0.37066112039007826,0.3613938026610369,-0.00593416071035848,-0.0011335027217463272,0.12142851451118879,0.055265768116350124,94.93640308961287,90.69091261222049,118.44661582742324,0.44418628808464505,0.560787344289205,0.29713595269551146,0.4406524563685927,-0.1166010562045599,-0.14351650367308122,0.03853561046423138,0.03309548205232544,0.03883452905694305,72.8938388095932,95.4490082601128,-0.13772961422130692,-0.1493033931248554,farmers_carry,ready,0,,,,,,,ready,ready,15,,,,,,,,,,,,medium,farmers_carry_default,-0.00593416071035848,0.544076644256711,False,500
30,1000,1,0.9607309922575951,94.75246606973307,97.16334739189361,91.60301314634737,117.51784567996165,72.75748077481697,94.67797678359238,-0.14475730783142962,-0.0039610706992980835,0.0028128472400248687,0.19005542132323122,0.37026584633547804,0.36165659861209626,-0.005712163139311024,-0.0014467581446904047,0.12203293672542453,0.05609304331096516,94.75246606973307,91.60301314634737,117.51784567996165,0.44389261789756657,0.5611749283622884,0.2966390747733895,0.4403131572555659,-0.11728231046472187,-0.1436740824821764,0.0385073209420588,0.03229429298561349,0.03860114923986537,72.75748077481697,94.67797678359238,-0.13815442101520461,-0.1491937439491482,farmers_carry,ready,0,,,,,,,ready,ready,16,,,,,,,,,,,,medium,farmers_carry_default,-0.005712163139311024,0.5441096488386392,False,533
31,1033,1,0.9610188603401184,95.35018618090625,96.56079164052949,92.5354598333442,115.26873518687957,73.01008363664009,94.3380892752132,-0.10119521256515375,-0.004278844746053599,0.002420529747789704,0.19109782130878966,0.3698970532504268,0.3638058494504663,-0.00552399321753188,-0.001507960404203592,0.12249525228518371,0.053228429845661555,95.35018618090625,92.5354598333442,115.26873518687957,0.44361168083879016,0.5613276367271743,0.2961824256620636,0.4400957040279225,-0.11771595588838418,-0.14391327836585888,0.03857614717145704,0.031644799846378295,0.037229881696288554,73.01008363664009,94.3380892752132,-0.13855557471227306,-0.14927098201944466,farmers_carry,ready,0,,,,,,,ready,ready,17,,,,,,,,,,,,medium,farmers_carry_default,-0.00552399321753188,0.5441528290510178,False,566
32,1067,1,0.9606039188802242,96.40419970114004,96.34702728462517,93.15965560228317,112.61283890287406,73.48660225059939,94.17597818879487,-0.023560061892342932,-0.004522534258141667,0.002039915769748992,0.19207231909453382,0.3695574233449046,0.3667089764633463,-0.005339161718371568,-0.001335150071844354,0.12303330545781781,0.048853686715295684,96.34702728462517,93.15965560228317,112.61283890287406,0.44334068329151344,0.5613932643352058,0.29577416339829576,0.44000352739640547,-0.11805258104369232,-0.1442293639981097,0.038597443468501455,0.03096726662435865,0.035291627382310585,73.48660225059939,94.17597818879487,-0.13894613316090082,-0.1495125948353187,farmers_carry,ready,0,,,,,,,ready,ready,18,,,,,,,,,,,,medium,farmers_carry_default,-0.005339161718371568,0.5440905878320337,False,600
33,1100,1,0.961006049066782,98.2515638466023,97.71253451890075,94.31920117570284,111.14990823915939,73.64305760127971,93.88906200854309,0.029021086484918596,-0.00472488471512895,0.001638695715349575,0.1929869144826588,0.3693010783098928,0.3700300867354912,-0.005291313031381816,-0.0010521355654358863,0.12346746807053972,0.043626282288050926,97.71253451890075,94.31920117570284,111.14990823915939,0.44317944393668524,0.5615017790709724,0.29542271268310033,0.4400077196382764,-0.1183223351342872,-0.14458500695517607,0.03861956456118764,0.030383922424935556,0.03290985280711723,73.64305760127971,93.88906200854309,-0.1392836280069638,-0.14988638590338826,farmers_carry,ready,0,,,,,,,ready,ready,19,,,,,,,,,,,,medium,farmers_carry_default,-0.005291313031381816,0.5441509073600173,False,633
34,1133,1,0.9606587141752243,99.52042202677343,97.47994944114885,94.5673930828538,107.78740147846982,73.87583423428015,93.05415779167048,0.09534562610116208,-0.004849164673327657,0.0012420428241264607,0.19386950661072053,0.36908420356290855,0.3729454056326762,-0.005300710362759527,-0.0007980294147355733,0.12390788766820857,0.03883823144388537,97.47994944114885,94.5673930828538,107.78740147846982,0.44307835557186076,0.5614600387890948,0.29509005155395646,0.4400289856831132,-0.11838168321723402,-0.14493893412915676,0.038629111022436456,0.029814432069217137,0.030261477798761004,73.87583423428015,93.05415779167048,-0.13964198990641774,-0.1502358783518958,farmers_carry,ready,0,,,,,,,ready,ready,20,,,,,,,,,,,,medium,farmers_carry_default,-0.005300710362759527,0.5440988071262837,False,666
35,1167,1,0.9576342776417732,102.74814948319322,97.94312619534637,95.83670365711032,104.0970724158461,74.47106844760532,93.45625271793517,0.1540523022740104,-0.004853713801855147,0.0008603235240298234,0.19470941835580832,0.36889191615703,0.3757753604175704,-0.0053518854195699255,-0.00021391794102453837,0.12451243917355524,0.03378197865117955,97.94312619534637,95.83670365711032,104.0970724158461,0.44301927006945024,0.5614166948780608,0.29476456224460973,0.440236368389153,-0.11839742480861054,-0.14547180614454325,0.03868699124125845,0.029309583692752945,0.027157889291200072,74.47106844760532,93.45625271793517,-0.14004580374232814,-0.1508978085467585,farmers_carry,ready,0,,,,,,,ready,ready,21,,,,,,,,,,,,medium,farmers_carry_default,-0.0053518854195699255,0.543645141646266,False,700
