timestamp,video,scheme,status,returncode,duration_sec,metrics_path,record_path,log_path,total_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,keypoint_jitter,angle_jitter,roi_success_rate,avg_yolo_detection_time_ms,fallback_to_full_frame_count,bbox_reuse_count,bbox_lost_count,person_lost_count,backend_device,detector_device,source_model_distribution,error_tail
2026-07-08 21:23:45,滑雪机.mp4,yolo_roi_mediapipe_cpu,ok,0,24.1,outputs\comparisons\hyrox_gpu_smoke_roi\metrics\滑雪机_yolo_roi_mediapipe_cpu.csv,,outputs\comparisons\hyrox_gpu_smoke_roi\logs\滑雪机_yolo_roi_mediapipe_cpu.log,103,1.0,33,19.26213864687624,32.067831063154834,34.06375995837152,136.26736892134096,0.779238960582672,0.0,0.0,0.0,0.0,0.012878949046154711,2.5895549769899033,1.0,502.21744760693537,0,82,0,0,cpu,cpu,mediapipe:3399,
2026-07-08 21:24:09,滑雪机.mp4,yolo_roi_mediapipe_gpu,ok,0,17.3,outputs\comparisons\hyrox_gpu_smoke_roi\metrics\滑雪机_yolo_roi_mediapipe_gpu.csv,,outputs\comparisons\hyrox_gpu_smoke_roi\logs\滑雪机_yolo_roi_mediapipe_gpu.log,103,1.0,33,19.307567716827634,37.157670879573786,47.164219757542014,85.67824272565471,0.7805254422796758,0.0,0.0,0.0,0.0,0.012956879071520792,2.5503582397093534,1.0,227.53589522714415,0,82,0,0,cpu,0,mediapipe:3399,
