scheme,runs,avg_missing_rate,success_rate,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,keypoint_jitter,angle_jitter,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_fps,roi_success_rate,avg_yolo_detection_time_ms,fallback_to_full_frame_count
mediapipe,8,0.015844105246538173,0.999001996007984,0.8430039284945459,0.000998003992015968,0.000998003992015968,0.04591135112587325,0.015469061876247504,0.008360776294993297,2.422929229902649,15.624371453370772,21.17762248381041,16.5566466249884,46.425708722573596,0.0,0.0,0.0
yolo_pose,8,0.015262963660576329,0.9970059880239521,0.8269772209638573,0.04441341435117042,0.0033682634730538923,0.0042415169660678645,0.009028659852013145,0.01000625696112111,2.260973661300229,30.780120018847633,22.502520674606785,31.86244864608139,46.58307402619792,0.0,0.0,0.0
yolo_roi_mediapipe,8,0.021809261792157714,0.9972484181434701,0.8298305157994552,0.003749585848545823,0.0060984038375677795,0.043923632286919076,0.03346542519559818,0.010986515375836583,3.210162542863907,18.91201722649407,27.460761935799383,45.1936638770854,36.571523237548206,0.9261377972438581,117.83216375310525,15.375
