rep_index,start_timestamp_ms,bottom_timestamp_ms,end_timestamp_ms,total_duration_ms,descent_duration_ms,bottom_duration_ms,ascent_duration_ms,left_knee_min_angle,right_knee_min_angle,left_hip_min_angle,right_hip_min_angle,left_knee_angle_range,right_knee_angle_range,left_hip_angle_range,right_hip_angle_range,trunk_tilt_range,pelvis_vertical_displacement_normalized,left_right_knee_difference_mean,left_right_knee_difference_peak,left_right_hip_difference_mean,left_right_hip_difference_peak,pelvis_lateral_drift_proxy,trunk_lateral_drift_proxy,pose_valid_ratio,data_quality_level
1,3.3918029e+09,3.3918046e+09,3.3918056e+09,2703,1703,0,1000,85.353494,116.97643,74.796665,82.272401,73.042516,41.13256,80.607135,60.880709,17.632908,0.5629782,16.775308,37.00119,6.2761254,13.25403,0.058884262,0.15049461,1,GOOD
