input,backend,fusion,person_detector,detector_every_n,corrector_backend,corrector_every_n,smoothing,total_frames,success_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,person_lost_count,keypoint_jitter,angle_jitter,roi_enabled,roi_success_rate,yolo_detection_time_ms,avg_yolo_detection_time_ms,bbox_reuse_count,bbox_lost_count,fallback_to_full_frame_count,corrector_run_count,corrector_used_count,source_model_distribution
HYROX视频\划船机.mp4,mediapipe,yolo-roi-mediapipe,yolo,5,none,0,one-euro,512,512,1.0,33,21.90851832852037,23.57055350785231,45.10896990541368,42.56028926010913,0.7326935737886137,0.0,0.0078125,0.134765625,0.0830078125,0,0.01577342729104217,2.935859128627022,True,0.96875,23.076799698174,82.49165239807182,409,0,16,0,0,mediapipe:16896
