input,backend,fusion,person_detector,detector_every_n,backend_device,detector_device,smoothing,total_frames,success_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,person_lost_count,keypoint_jitter,angle_jitter,roi_enabled,roi_success_rate,yolo_detection_time_ms,avg_yolo_detection_time_ms,bbox_reuse_count,bbox_lost_count,fallback_to_full_frame_count,source_model_distribution
HYROX视频\划船机.mp4,yolo-pose,none,none,5,0,none,one-euro,512,512,1.0,17,16.110302327781884,44.84847187086416,47.149879881180816,47.61244842757151,0.8406980389976096,0.0,0.0,0.0,0.0,0,0.009428642150973065,2.0879185604613,False,0.0,0.0,0.0,0,0,0,yolo-pose:8704
