input,backend,fusion,person_detector,detector_every_n,backend_device,detector_device,smoothing,total_frames,success_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,person_lost_count,keypoint_jitter,angle_jitter,roi_enabled,roi_success_rate,yolo_detection_time_ms,avg_yolo_detection_time_ms,bbox_reuse_count,bbox_lost_count,fallback_to_full_frame_count,source_model_distribution,stabilized_hold_count,occlusion_guard_count
HYROX视频\波比跳远.mp4,mediapipe,none,none,5,cpu,none,one-euro,501,499,0.9960079840319361,33,48.96258166109873,13.645423751904401,14.875099994242191,14.493182835033435,0.8108323543419784,0.014970059880239521,0.012974051896207584,0.19261477045908185,0.1347305389221557,2,0.008331131809407323,3.513091313484543,False,0.0,0.0,0.0,0,0,0,mediapipe:16467,2,468
