input,backend,fusion,person_detector,detector_every_n,backend_device,detector_device,smoothing,total_frames,success_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,person_lost_count,keypoint_jitter,angle_jitter,roi_enabled,roi_success_rate,yolo_detection_time_ms,avg_yolo_detection_time_ms,bbox_reuse_count,bbox_lost_count,fallback_to_full_frame_count,source_model_distribution
HYROX视频\滑雪机.mp4,mediapipe,none,none,5,cpu,none,one-euro,103,103,1.0,33,50.92200659370823,15.080042712354254,18.393080076202747,15.872088337805375,0.7839641675142619,0.0,0.0,0.0,0.0,0,0.012432231415052775,2.5799154767017924,False,0.0,0.0,0.0,0,0,0,mediapipe:3399
