input,backend,fusion,person_detector,detector_every_n,backend_device,detector_device,smoothing,total_frames,success_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,person_lost_count,keypoint_jitter,angle_jitter,roi_enabled,roi_success_rate,yolo_detection_time_ms,avg_yolo_detection_time_ms,bbox_reuse_count,bbox_lost_count,fallback_to_full_frame_count,source_model_distribution,stabilized_hold_count,occlusion_guard_count
HYROX视频\波比跳远.mp4,mediapipe,none,none,5,cpu,none,one-euro,501,499,0.9960079840319361,33,48.716597715460665,13.76272772927722,15.208899974822998,14.58730118185609,0.8168693515560903,0.010978043912175649,0.007984031936127744,0.18263473053892215,0.11976047904191617,2,0.008397096186347661,3.433505239330272,False,0.0,0.0,0.0,0,0,0,mediapipe:16467,2,160
