frame_index,timestamp_ms,landmark_name,image_x,image_y,image_z,world_x,world_y,world_z,smoothed_x,smoothed_y,smoothed_z,visibility,presence
1628,3570302593,left_shoulder,,,,,,,,,,0,0
1628,3570302593,right_shoulder,,,,,,,,,,0,0
1628,3570302593,left_elbow,,,,,,,,,,0,0
1628,3570302593,right_elbow,,,,,,,,,,0,0
1628,3570302593,left_wrist,,,,,,,,,,0,0
1628,3570302593,right_wrist,,,,,,,,,,0,0
1628,3570302593,left_pinky,,,,,,,,,,0,0
1628,3570302593,right_pinky,,,,,,,,,,0,0
1628,3570302593,left_index,,,,,,,,,,0,0
1628,3570302593,right_index,,,,,,,,,,0,0
1628,3570302593,left_thumb,,,,,,,,,,0,0
1628,3570302593,right_thumb,,,,,,,,,,0,0
1628,3570302593,left_hip,,,,,,,,,,0,0
1628,3570302593,right_hip,,,,,,,,,,0,0
1628,3570302593,left_knee,,,,,,,,,,0,0
1628,3570302593,right_knee,,,,,,,,,,0,0
1628,3570302593,left_ankle,,,,,,,,,,0,0
1628,3570302593,right_ankle,,,,,,,,,,0,0
1628,3570302593,left_heel,,,,,,,,,,0,0
1628,3570302593,right_heel,,,,,,,,,,0,0
1628,3570302593,left_foot_index,,,,,,,,,,0,0
1628,3570302593,right_foot_index,,,,,,,,,,0,0
1628,3570302593,left_hand_thumb_cmc,0.69927174,0.64707458,-0.029935094,-0.03390526,-0.052713066,-0.0047932826,0.69945124,0.64661592,-0.028060223,1,1
1628,3570302593,left_hand_thumb_mcp,0.70917583,0.70645803,-0.032307327,-0.035551984,-0.018168334,-0.012643277,0.70935483,0.70591676,-0.03032227,1,1
1628,3570302593,left_hand_thumb_ip,0.71598244,0.75502783,-0.026953366,-0.02925388,0.015761903,-0.02599851,0.71615246,0.75395359,-0.025546382,1,1
1628,3570302593,left_hand_thumb_tip,0.71699834,0.78886718,-0.018149907,-0.027574532,0.031087067,-0.028357623,0.71720616,0.78825121,-0.017454657,1,1
1628,3570302593,left_hand_index_finger_mcp,0.75609082,0.72725999,-0.013697289,0.0034227429,-0.0025032926,-0.015127311,0.75622074,0.72682712,-0.012458306,1,1
1628,3570302593,left_hand_index_finger_pip,0.74538535,0.79824322,-0.014856053,-0.0071772579,0.025815587,-0.020652039,0.74589516,0.79736794,-0.014077378,1,1
1628,3570302593,left_hand_index_finger_dip,0.72016019,0.8152988,-0.016272629,-0.026181754,0.042723633,-0.018326066,0.72086264,0.81438203,-0.015790516,1,1
1628,3570302593,left_hand_index_finger_tip,0.70081353,0.81516755,-0.015300719,-0.040838577,0.046144471,-0.011530732,0.70141785,0.81400463,-0.015328828,1,1
