input,backend,fusion,person_detector,detector_every_n,corrector_backend,corrector_every_n,smoothing,total_frames,success_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,person_lost_count,keypoint_jitter,angle_jitter,roi_enabled,roi_success_rate,yolo_detection_time_ms,avg_yolo_detection_time_ms,bbox_reuse_count,bbox_lost_count,fallback_to_full_frame_count,corrector_run_count,corrector_used_count,source_model_distribution
HYROX视频\滑雪机.mp4,yolo-pose,none,none,5,none,0,one-euro,103,103,1.0,17,53.547084468867226,31.78011945186599,20.47034008428453,32.654788363182426,0.7832588012780205,0.0,0.0,0.0,0.0,0,0.010794008098011667,3.192460131227394,False,0.0,0.0,0.0,0,0,0,0,0,yolo-pose:1751
