input,backend,fusion,person_detector,detector_every_n,backend_device,detector_device,corrector_backend,corrector_every_n,smoothing,total_frames,success_frames,success_rate,num_keypoints,avg_fps,avg_inference_time_ms,p95_inference_time_ms,avg_end_to_end_latency_ms,avg_keypoint_confidence,missing_rate_shoulder,missing_rate_hip,missing_rate_knee,missing_rate_ankle,person_lost_count,keypoint_jitter,angle_jitter,roi_enabled,roi_success_rate,yolo_detection_time_ms,avg_yolo_detection_time_ms,bbox_reuse_count,bbox_lost_count,fallback_to_full_frame_count,corrector_run_count,corrector_used_count,source_model_distribution
HYROX视频\拉雪橇.mp4,mediapipe,yolo-roi-mediapipe,yolo,5,cpu,0,none,0,one-euro,332,332,1.0,33,18.414349449912127,35.384315357779165,50.14294981956482,52.017577131368576,0.9232106462839138,0.0,0.0,0.0,0.0,0,0.0101255348270796,3.454077611543207,True,1.0,34.91690009832382,72.59744927009095,265,0,0,0,0,mediapipe:10956
